0.0198669,-0.000411239
0.029552,-0.00102861
0.0389418,-0.00173085
0.0479426,-0.00242939
0.0564642,-0.00304537
0.0644218,-0.00350224
0.0717356,-0.00372646
0.0783327,-0.00365256
0.0841471,-0.00322983
0.0891207,-0.00242912
0.0932039,-0.00124795
0.0963558,0.000286671
0.098545,0.00211865
0.0997495,0.00416634
0.0999574,0.0063287
0.0991665,0.00849349
0.0973848,0.0105463
0.09463,0.0123791
0.0909297,0.0138986
0.0863209,0.0150312
0.0808496,0.0157275
0.0745705,0.0159635
0.0675463,0.0157402
0.0598472,0.0150809
0.0515501,0.0140279
0.042738,0.0126375
0.0334988,0.010975
0.0239249,0.00910919
0.014112,0.00710749
0.00415807,0.00503107
-0.00583741,0.00293142
-0.0157746,0.000847736
-0.0255541,-0.00119436
-0.0350783,-0.00318275
-0.044252,-0.00511745
-0.0529836,-0.00700818
-0.0611858,-0.00887096
-0.0687766,-0.0107244
-0.0756802,-0.0125856
-0.0818277,-0.0144668
-0.0871576,-0.016372
-0.0916166,-0.0182953
-0.0951602,-0.0202193
-0.097753,-0.0221154
-0.0993691,-0.0239449
-0.0999923,-0.0256607
-0.0996165,-0.0272098
-0.0982453,-0.0285366
-0.0958924,-0.0295856
-0.0925815,-0.030305
-0.0883455,-0.030649
-0.0832267,-0.030581
-0.0772764,-0.0300745
-0.070554,-0.0291153
-0.0631267,-0.0277015
-0.0550686,-0.0258437
-0.0464602,-0.0235641
-0.0373877,-0.0208951
-0.0279415,-0.0178775
-0.0182163,-0.0145581
-0.00830894,-0.0109867
0.00168139,-0.00721375
0.0116549,-0.0032876
0.021512,0.000747774
0.0311541,0.00485426
0.040485,0.00900031
0.0494113,0.0131605
0.057844,0.0173142
0.0656987,0.0214429
0.0728969,0.0255273
0.0793668,0.0295438
0.0850437,0.0334612
0.0898708,0.0372388
0.0938,0.0408246
0.096792,0.0441561
0.0988168,0.0471626
0.0998543,0.0497678
0.0998941,0.0518954
0.0989358,0.053473
0.096989,0.0544377
0.0940731,0.0547399
0.0902172,0.0543468
0.0854599,0.0532446
0.0798487,0.051439
0.0734397,0.0489552
0.0662969,0.0458361
0.0584917,0.0421401
0.0501021,0.0379382
0.0412118,0.0333105
0.0319098,0.0283422
0.022289,0.0231206
0.0124454,0.0177307
0.00247754,0.0122527
-0.00751511,0.0067591
-0.0174327,0.00131277
-0.0271761,-0.00403399
-0.0366479,-0.00923969
-0.0457536,-0.0142729
-0.0544021,-0.0191108
-0.0625071,-0.023737
-0.0699875,-0.0281392
-0.0767686,-0.0323065
-0.0827826,-0.0362271
-0.0879696,-0.039886
-0.0922775,-0.0432637
-0.0956635,-0.0463356
-0.0980936,-0.0490716
-0.0995436,-0.0514368
-0.099999,-0.0533928
-0.0994553,-0.0548993
-0.0979178,-0.0559162
-0.0954019,-0.0564055
-0.0919329,-0.0563335
-0.0875452,-0.0556728
-0.0822829,-0.0544037
-0.0761984,-0.052516
-0.0693525,-0.0500092
-0.0618137,-0.0468934
-0.0536573,-0.0431895
-0.0449647,-0.0389279
-0.0358229,-0.0341484
-0.0263232,-0.0288986
-0.0165604,-0.0232326
-0.00663219,-0.0172091
0.0033623,-0.0108902
0.0133232,-0.00433957
0.023151,0.00237855
0.0327474,0.00920016
0.0420167,0.0160617
0.0508661,0.0229001
0.0592074,0.0296516
0.066957,0.0362513
0.0740376,0.042632
0.0803784,0.0487232
0.0859162,0.0544511
